year,month,day,class,name,overall score,music effect,visual effect,music,visual
2026,March,14,PSO,Westfield HS (IN),75.15,20.7,15.5,23.95,15.0
2026,March,14,PSO,Plainfield HS (IN),74.3,21.0,14.9,22.4,16.0
2026,March,14,PIO,Veritas,90.5,27.6,17.8,27.3,17.8
2026,March,14,PIO,Cap City 2,89.45,26.55,17.9,26.9,18.1
2026,March,14,PIO,Matrix Open,85.45,24.75,17.2,26.3,17.2
2026,March,14,PIO,Freedom Percussion,83.8,24.9,16.6,25.8,16.5
2026,March,14,PSW,Avon HS,89.6,26.7,17.9,27.4,17.6
2026,March,14,PSW,Center Grove HS,88.25,26.25,17.5,27.5,17.0
2026,March,14,PSW,Fishers HS,83.7,24.3,16.2,26.4,16.8
2026,March,14,PSW,Brownsburg HS,82.55,24.15,16.6,25.4,16.4
2026,March,14,PSW,Franklin Central HS,82.501,23.4,17.1,25.7,16.3
2026,March,14,PIW,Rhythm X,93.8,28.5,19.0,27.3,19.0
2026,March,14,PIW,Redline,87.05,25.95,16.7,27.2,17.2
2026,March,14,PIW,Matrix,87.85,26.55,18.0,24.9,18.4
2026,March,14,PIW,ConneXus,85.45,25.35,17.2,26.1,16.8
2025,January,25,SJ,Forest Hills Jr,40.92,8.68,8.94,8.1,7.5
2025,January,25,SJ,,40.92,8.68,8.94,8.1,7.5
2025,January,25,SJ,West Clermont MS,40.77,8.93,9.34,8.3,7.0
2025,January,25,SRA,West Clermont HS,56.06,9.74,10.82,11.4,11.8
2025,January,25,SRA,Lakota West JV,49.78,10.34,11.74,9.1,9.3
2025,January,25,SRA,Wyoming HS,47.38,9.34,10.54,8.4,10.2
2025,January,25,SRA,Wyoming OH,47.38,9.34,10.54,8.4,10.2
2025,January,25,SRA,Lloyd Memorial HS JV,43.9,9.14,10.86,7.2,9.1
2025,January,25,SRA,Norwood  HS,43.55,8.81,10.14,8.0,8.4
2025,January,25,SRA,Gallatin Co,42.991,8.54,8.75,7.6,9.6
2025,January,25,SRA,Forest Hills SRA,67.48,13.14,14.14,13.6,12.7
2025,January,25,SRA,,67.48,13.14,14.14,13.6,12.7
2025,January,25,SRA,Larry A Ryle HS JV,61.65,12.41,12.94,11.7,11.4
2025,January,25,SRA,Taylor HS,60.92,12.07,11.75,12.3,12.2
2025,January,25,SRA,Lloyd Memorial HS Varsity,59.55,11.34,13.61,12.9,11.0
2025,January,25,SRA,Campbell Co HS - JV,57.691,12.74,10.55,10.7,11.8
2025,January,25,SRA,East Central HS,55.161,10.61,11.55,12.0,10.5
2025,January,25,IRA,Northern Kentucky University,48.29,10.14,10.35,8.8,11.0
2025,January,25,SA,Highlands HS,57.52,10.54,12.28,11.3,11.4
2025,January,25,SA,Deer Park HS,56.72,10.94,12.68,10.5,11.6
2025,January,25,SA,Sycamore HS,55.42,11.54,11.88,10.6,11.1
2025,January,25,SA,Larry A Ryle HS,72.11,15.14,14.87,13.6,14.1
2025,January,25,SA,Campbell Co HS Varsity,66.59,14.55,14.14,12.1,13.0
2025,January,25,SA,Lakota West HS Varsity,65.85,14.41,14.54,12.3,12.5
2025,January,25,IA,Homage Independent,72.21,14.21,14.6,14.5,14.7
2025,January,25,IA,Forest Hills IA,63.69,13.41,13.08,12.1,12.6
2025,January,25,IA,,63.69,13.41,13.08,12.1,12.6
2025,January,25,IA,Lyra Winterguard,60.82,13.01,13.01,11.3,11.7
2025,January,25,IA,,60.82,13.01,13.01,11.3,11.7
2022,February,19,SJ,Deer Park Junior HS,66.15,13.48,13.87,12.9,12.5
2022,February,19,SJ,Deer Park Junior HS,66.15,13.48,13.87,12.9,12.5
2022,February,19,SJ,Wyoming MS,55.88,11.75,11.73,10.8,10.1
2022,February,19,SJ,Milford Jr. HS (Exhibition),0.0,0.0,0.0,0.0,0.0
2022,February,19,SRA,East Jessamine,62.79,11.15,11.34,13.5,13.4
2022,February,19,SRA,Deer Park HS,61.64,12.28,12.26,11.9,12.6
2022,February,19,SRA,Gallatin Co,59.92,11.48,12.74,12.4,12.4
2022,February,19,SRA,Campbell County HS - Junior Varsity,57.09,11.95,10.94,12.0,10.8
2022,February,19,SRA,Bellevue HS,54.721,11.29,11.93,10.7,11.0
2022,February,19,SRA,West Union HS,49.631,10.29,11.14,8.9,10.3
2022,February,19,SRA,West Clermont HS,43.581,8.01,8.87,9.3,8.9
2022,February,19,PR,East Jessamine,62.79,11.15,11.34,13.5,13.4
2022,February,19,PR,Deer Park HS,61.64,12.28,12.26,11.9,12.6
2022,February,19,PR,Gallatin Co,59.92,11.48,12.74,12.4,12.4
2022,February,19,PR,Campbell County HS - Junior Varsity,57.09,11.95,10.94,12.0,10.8
2022,February,19,PR,Bellevue HS,54.721,11.29,11.93,10.7,11.0
2022,February,19,PR,West Union HS,49.631,10.29,11.14,8.9,10.3
2022,February,19,PR,West Clermont HS,43.581,8.01,8.87,9.3,8.9
2022,February,19,SRA,Lloyd Memorial HS,62.15,13.41,11.14,12.9,12.5
2022,February,19,SRA,Lakota East HS - Junior Varsity,58.49,12.28,10.41,12.6,11.5
2022,February,19,SRA,Tates Creek HS JV,57.82,11.75,9.27,12.2,12.7
2022,February,19,SRA,John Hardin HS,56.76,11.55,10.21,12.4,11.2
2022,February,19,SRA,Williamsburg HS,52.651,11.15,9.0,11.2,10.4
2022,February,19,SRA,Norwood  HS,52.061,10.15,10.01,11.8,10.8
2022,February,19,SRA,Russell Independent Winterguard,0.001,0.0,0.0,0.0,0.0
2022,February,19,BR,Lloyd Memorial HS,62.15,13.41,11.14,12.9,12.5
2022,February,19,BR,Lakota East HS - Junior Varsity,58.49,12.28,10.41,12.6,11.5
2022,February,19,BR,Tates Creek HS JV,57.82,11.75,9.27,12.2,12.7
2022,February,19,BR,John Hardin HS,56.76,11.55,10.21,12.4,11.2
2022,February,19,BR,Williamsburg HS,52.651,11.15,9.0,11.2,10.4
2022,February,19,BR,Norwood  HS,52.061,10.15,10.01,11.8,10.8
2022,February,19,BR,Russell Independent Winterguard,0.001,0.0,0.0,0.0,0.0
2022,February,19,SRA,Milford HS,71.64,14.74,13.2,14.7,14.4
2022,February,19,SRA,Dixie Heights HS,66.92,13.41,12.21,13.9,13.9
2022,February,19,SRA,Central Hardin HS,65.72,13.01,12.61,14.1,13.1
2022,February,19,SRA,Boyle County HS,64.95,12.81,11.74,13.7,13.7
2022,February,19,SRA,Wyoming HS,60.691,11.75,11.54,12.4,12.5
2022,February,19,SRA,Wyoming OH,60.691,11.75,11.54,12.4,12.5
2022,February,19,SRA,Bullitt East HS,59.481,11.42,11.16,12.2,12.0
2022,February,19,SA,Beechwood HS Winter Guard,68.79,13.48,13.01,14.0,14.1
2022,February,19,SA,Tates Creek HS,62.99,12.88,11.81,13.0,12.4
2022,February,19,SA,Sycamore HS,59.74,11.96,12.08,12.4,11.5
2022,February,19,SA,Grant Co,58.56,11.95,11.01,12.8,11.7
2022,February,19,SA,West Carrollton HS,57.2,11.35,10.35,11.9,12.1
2022,February,19,SA,Madeira HS,57.011,12.28,10.13,11.8,11.4
2022,February,19,SA,Lafayette HS,74.72,15.14,14.28,14.9,15.2
2022,February,19,SA,Larry A Ryle HS,72.85,14.81,13.94,14.6,14.6
2022,February,19,SA,Lakota East HS - Varsity,70.39,14.61,12.88,14.4,14.2
2022,February,19,SA,Campbell County HS Varsity,69.19,14.28,12.41,13.6,14.3
2022,February,19,IA,HYPE,63.54,12.09,12.55,13.3,13.4
2022,February,19,SO,Milford HS,75.9,15.8,15.1,15.0,15.0
2022,February,19,IW,Onyx,0.0,0.0,0.0,0.0,0.0
2022,February,26,PSA,Carlsbad HS,76.55,23.55,14.3,23.2,15.5
2022,February,26,PSA,Valhalla HS,73.0,21.6,13.3,24.1,14.0
2022,February,26,PSA,Dorothy McElhinney MS,72.95,22.65,13.9,23.1,13.3
2022,February,26,PSA,Selma HS,69.5,21.3,13.8,20.3,14.1
2022,February,26,PSA,Great Oak HS,67.55,21.15,12.8,20.7,12.9
2022,February,26,PIA,Pace Percussion Ensemble,75.05,23.55,14.4,21.8,15.3
2022,February,26,PIA,Cornerstone Percussion,74.85,22.65,14.8,22.5,14.9
2022,February,26,PSO,Great Oak HS,80.4,24.3,16.2,23.7,16.2
2022,February,26,PSO,West HS,79.45,22.95,15.9,25.2,15.4
2022,February,26,PSO,Basha HS,76.7,22.2,15.7,23.3,15.5
2022,February,26,PSO,Mission Hills HS,72.1,21.3,15.5,21.6,13.7
2022,February,26,PSO,La Quinta HS,70.451,19.95,15.3,20.6,14.6
2022,February,26,PSO,Independence HS (Bakersfield),70.401,19.8,14.8,21.3,14.5
2022,February,26,PIO,Bakersfield College,83.1,25.2,16.6,24.9,16.4
2022,February,26,PIO,Gold Indoor Percussion,80.8,24.0,16.3,23.8,16.7
2022,February,26,PIO,Meraki Percussion,78.65,23.25,15.8,23.3,16.3
2022,February,26,PSW,Chino Hills HS,85.9,25.5,16.4,26.4,17.6
2022,February,26,PSW,Vista Murrieta HS,83.55,24.75,16.7,25.0,17.1
2022,February,26,PIW,Pulse Percussion,87.65,25.95,16.9,27.1,17.7
2022,February,26,PIW,POW Percussion,82.65,24.75,16.2,24.7,17.0
2026,February,21,PSA,Fleming Island HS,81.25,24.45,16.8,23.8,16.2
2026,February,21,PSA,Newsome HS,78.125,22.425,16.4,22.9,16.4
2026,February,21,PSA,River Ridge HS,77.65,23.25,15.3,23.3,15.8
2026,February,21,PSA,Ponte Vedra HS,76.85,22.35,16.0,22.0,16.5
2026,February,21,PSA,West Broward HS,75.1,22.5,15.0,22.6,15.0
2026,February,21,PSA,Stoneman Douglas HS,74.576,21.675,15.6,21.4,15.9
2026,February,21,PSA,Riverview HS,70.651,21.45,14.2,20.8,14.2
2026,February,21,PSA,North Port HS,69.851,21.15,13.6,21.1,14.0
2026,February,21,PSA,Dr. Joaquín García HS,68.451,19.65,13.0,21.7,14.1
2026,February,21,PIA,Legacy Percussion,74.85,21.75,15.4,21.5,16.2
2026,February,21,PSO,Oakleaf HS,73.3,22.2,15.2,20.9,15.0
2026,February,21,PIO,Infinity 3,77.4,23.1,15.8,22.6,15.9
2026,February,21,PIO,Siege Percussion,77.25,22.05,16.1,23.1,16.0
2026,February,21,PIO,Frontier Percussion,73.7,21.6,15.5,21.3,15.3
2026,February,21,PIW,Infinity,83.25,25.65,17.0,23.7,16.9
2026,February,21,PIW,STRYKE Percussion,78.4,23.4,15.6,23.3,16.1
2026,February,21,PIW,Infinity 2,77.65,24.15,16.5,20.6,16.4
2024,February,10,PSA,Hudsonville Winter Percussion,68.25,20.55,13.9,20.3,13.5
2024,February,10,PIA,Vortex Percussion,67.35,20.25,14.3,19.5,13.3
2024,February,10,PIA,Fruitport Independent,65.05,19.95,13.5,18.6,13.0
2024,February,10,PIO,Ascension Percussion,66.3,20.4,13.3,19.4,13.2
2022,March,6,PSA,Noblesville HS,80.1,24.6,15.7,23.8,16.0
2022,March,6,PSA,Westfield HS,78.85,24.75,16.4,22.0,15.7
2022,March,6,PSA,Franklin Community HS,77.7,24.3,15.2,23.7,14.5
2022,March,6,PSA,Kickapoo HS,76.1,23.1,15.6,22.1,15.3
2022,March,6,PSA,Perry Meridian HS,76.05,23.55,15.5,21.6,15.4
2022,March,6,PSA,Hamilton Southeastern HS,75.851,24.15,14.7,22.4,14.6
2022,March,6,PSA,Olentangy Liberty HS,73.201,22.5,15.0,20.8,14.9
2022,March,6,PIA,Vortex Percussion,72.6,22.5,14.1,20.8,15.2
2022,March,6,PIA,Fruitport Independent Percussion,69.05,21.45,13.8,18.9,14.9
2022,March,6,PSO,Decatur Central HS,86.2,25.2,16.7,26.3,18.0
2022,March,6,PSO,Victor J. Andrew HS,85.55,24.75,16.9,25.5,18.4
2022,March,6,PSO,Plainfield HS,82.7,24.9,16.6,25.0,16.2
2022,March,6,PSO,Greenfield-Central HS,80.9,23.1,15.5,25.2,17.1
2022,March,6,PSO,Brownsburg HS,80.751,23.55,15.6,24.3,17.3
2022,March,6,PSO,Zionsville Community HS,80.051,24.15,15.8,23.7,16.4
2022,March,6,PSO,Central Crossing HS,79.551,22.95,14.9,24.8,16.9
2022,March,6,PIO,Freedom Percussion,81.8,24.0,16.9,25.0,15.9
2022,March,6,PIO,Cap City 2,80.85,23.25,16.6,24.9,16.1
2022,March,6,PIO,Triple Crown,77.2,21.6,16.2,23.8,15.6
2022,March,6,PSW,Avon HS,86.85,25.95,18.0,25.8,17.1
2022,March,6,PSW,Franklin Central HS,83.35,25.05,16.7,25.3,16.3
2022,March,6,PSW,Fishers HS,82.1,25.2,16.3,24.5,16.1
2022,March,6,PSW,Center Grove HS,81.35,24.15,16.5,24.3,16.4
2022,March,6,PIW,Rhythm X,89.6,26.1,18.5,26.7,18.3
2022,March,6,PIW,Music City Mystique,87.45,25.35,18.1,26.2,17.8
2022,March,6,PIW,Cap City Percussion,83.85,24.75,16.5,25.7,16.9
2022,March,6,PIW,Redline,81.65,24.45,16.7,24.4,16.1
2022,March,6,PIW,MBI Indoor Percussion,77.501,23.1,15.3,23.7,15.4
2022,March,6,PIW,4th Wall,75.601,22.2,14.5,23.3,15.6
2022,March,6,PIW,ConneXus,78.801,23.4,15.4,24.1,15.9
2022,March,6,PIW,Veritas,79.15,23.85,15.6,24.7,15.0
2023,March,11,PSA,Lake Orion Percussion,81.0,23.4,16.1,25.6,15.9
2023,March,11,PSA,Dakota High School,80.6,23.1,15.7,26.4,15.4
2023,March,11,PSA,Novi Winter Percussion,74.55,22.65,14.9,23.3,13.7
2023,March,11,PSA,Grand Blanc HS,74.0,22.2,15.2,22.3,14.3
2023,March,11,PSA,Thurston Winter Percussion,68.951,22.05,13.5,19.6,13.8
2023,March,11,PSA,Holly Indoor Percussion,67.501,20.7,13.9,20.0,12.9
2023,March,11,PSA,South Lyon Percussion (SLP),65.701,20.1,12.6,20.8,12.2
2023,March,11,PRA,South Lyon Middle School Percussion,69.55,21.75,13.0,21.0,13.8
2023,March,11,PIA,Lake Effect Percussion,82.35,24.75,17.0,24.7,15.9
2023,March,11,PIA,Huron Valley Percussion,73.45,23.25,14.3,21.8,14.1
2023,March,11,PSO,Plymouth-Canton Educational Park,78.05,23.85,15.9,22.8,15.5
2023,March,11,PIO,Motor City Percussion,82.7,25.5,17.2,23.3,16.7
2023,March,11,PSW,Walled Lake Consolidated Schools,81.9,24.9,15.6,25.3,16.1
2023,March,11,PIW,Redline,81.05,25.35,15.6,24.5,15.6
2026,March,14,PSA,E.D. White Catholic HS,88.9,27.15,18.3,26.05,17.4
2026,March,14,PSA,Clinton HS,86.075,25.875,17.95,25.1,17.15
2026,March,14,PSA,Choctawhatchee HS,84.575,25.875,17.25,24.45,17.0
2026,March,14,PSA,Pearl HS,80.9,24.75,16.05,24.15,15.95
2026,March,14,PSA,Destrehan HS,79.65,24.0,16.65,23.3,15.7
2026,March,14,PSA,Starkville HS,79.126,24.375,15.75,23.65,15.35
2026,March,14,PIA,Grind City Percussion Ensemble,83.175,24.375,16.35,25.5,16.95
2026,March,14,PIA,East Mississippi Em-pact,74.0,21.9,14.8,21.95,15.35
2026,March,14,PSCA,New Hope HS,75.5,36.9,38.4,39.1,36.6
2026,March,14,PSO,Pace HS,86.225,25.65,17.375,25.65,17.55
2026,March,14,PSO,Hernando HS,83.975,24.375,17.4,24.9,17.3
2026,March,14,PSO,Central Lafourche HS,83.15,24.75,17.4,24.1,16.9
2026,March,14,PSO,Germantown HS,81.375,23.775,16.35,24.65,16.6
2026,March,14,PSO,Dutchtown HS (LA),81.126,24.525,16.45,23.95,16.2
2026,March,14,PSO,Gulfport HS,76.151,22.5,15.25,23.1,15.3
2024,March,9,PRA,South Lyon Middle School Percussion,67.3,22.2,12.3,20.1,12.7
2024,March,9,PSA,Dakota High School,81.0,24.3,16.4,24.7,15.6
2024,March,9,PSA,Novi Winter Percussion,78.85,23.55,15.5,24.0,15.8
2024,March,9,PSA,Grandville High School Winter Percussion,75.45,22.95,14.4,23.0,15.1
2024,March,9,PSA,Grand Blanc HS,74.4,21.9,15.0,22.7,14.8
2024,March,9,PSA,South Lyon Percussion (SLP),70.35,20.55,14.0,21.9,13.9
2024,March,9,PSA,Southgate Winter Percussion,67.501,19.5,13.0,20.4,14.6
2024,March,9,PIA,Lake Effect Percussion,74.75,22.35,14.8,22.9,14.7
2024,March,9,PIA,MidMichigan Impact,68.25,19.35,13.8,21.3,13.8
2024,March,9,PSO,Plymouth-Canton Educational Park,80.65,24.15,15.9,24.5,16.1
2024,March,9,PSO,Lake Orion Percussion,75.9,22.8,14.8,22.9,15.4
2022,January,29,C,Clinton City Blaze,47.53,10.35,7.48,7.5,7.6
2022,January,29,C,Clinton TN,47.53,10.35,7.48,7.5,7.6
2022,January,29,P,First Baptist Academy Regal,46.31,8.82,8.69,9.4,9.2
2022,January,29,P,Farragut Middle School,41.67,8.73,7.34,7.9,9.3
2022,January,29,P,Halls JV,40.45,7.41,7.14,8.4,8.3
2022,January,29,P,Hardin Valley Middle School Winter Guard,39.78,6.34,8.14,8.3,8.4
2022,January,29,P,Clinton Middle Winterguard,38.361,7.22,6.94,8.1,7.9
2022,January,29,P,Carter Prep,37.771,6.66,6.41,8.8,9.1
2022,January,29,N,Rhea County Winterguard,63.44,12.07,12.07,13.8,12.1
2022,January,29,N,East Hamilton JV Winter Guard,48.56,9.46,8.6,10.9,10.1
2022,January,29,N,East Hamilton High School,48.56,9.46,8.6,10.9,10.1
2022,January,29,N,WB Orange,44.67,8.54,9.13,8.6,8.6
2022,January,29,N,Roane County High School Winterguard,42.42,7.79,7.73,9.0,8.9
2022,January,29,N,Kingston,42.42,7.79,7.73,9.0,8.9
2022,January,29,N,Lakeway Christian Academy Winterguard,41.961,8.02,8.14,8.4,8.3
2022,January,29,N,HIPE RED,40.371,6.2,6.67,10.5,9.3
2022,January,29,N,Karns High School Blue,38.511,7.87,7.54,8.0,8.1
2022,January,29,N,Central High School Winterguard,35.171,6.15,7.02,6.8,7.0
2022,January,29,N,Alcoa High School Winterguard,34.891,6.66,6.93,6.6,7.3
2022,January,29,PSN,Gibbs Winter Drumline,62.4,19.3,18.0,12.7,12.4
2022,January,29,PSN,Gibbs High School,62.4,19.3,18.0,12.7,12.4
2022,January,29,PSN,Greeneville High School Percussion,59.7,18.2,17.7,12.2,11.6
2022,January,29,PSN,East Hamilton Indoor Percussion Ensemble,53.1,16.5,15.9,10.2,10.5
2022,January,29,PSN,East Hamilton High School,53.1,16.5,15.9,10.2,10.5
2022,January,29,PSN,Alcoa Indoor Percussion,49.85,15.4,14.25,10.0,10.2
2022,January,29,PSN,Oneida High School Indoor Percussion,0.001,0.0,0.0,0.0,0.0
2022,January,29,PSRA,Jefferson County High School Indoor Percussion,64.5,19.4,19.5,13.1,12.5
2022,January,29,PSRA,Cumberland Gap Indoor Percussion,0.0,0.0,0.0,0.0,0.0
2022,January,29,PSA,Oak Ridge Indoor Percussion,71.6,22.1,21.6,14.4,13.5
2022,January,29,PSA,Seymour Percussion,69.45,20.2,21.75,13.8,13.7
2022,January,29,PSA,Bearden High School Indoor Percussion,67.95,20.7,20.55,13.4,13.3
2022,January,29,PSA,Lakeway Christian Academy Percussion,62.85,18.5,18.75,12.7,12.9
2022,January,29,PSA,Heritage Indoor Percussion Ensemble,62.55,18.8,18.15,12.5,13.1
2022,January,29,PSA,Karns High School Indoor Percussion,61.101,20.3,18.9,10.0,11.9
2022,January,29,PSO,Hardin Valley Academy Indoor Percussion Ensemble,66.8,19.2,20.7,13.7,13.2
2022,January,29,SRA,HIPE BLUE,63.07,12.07,12.6,13.0,12.1
2022,January,29,SRA,Oak Ridge High School Winter Guard,61.95,12.08,12.47,12.4,12.3
2022,January,29,SRA,First Baptist Academy Imperial,61.19,12.54,11.35,12.8,11.5
2022,January,29,SRA,Hardin Valley Academy JV Winter Guard,58.99,12.41,12.28,11.3,10.9
2022,January,29,SRA,Soddy-Daisy,57.791,11.21,11.08,12.2,11.6
2022,January,29,SRA,Powell High School Winter Guard,54.921,10.74,9.68,11.0,12.0
2022,January,29,SRA,Farragut High School,53.731,10.08,11.15,10.7,10.8
2022,January,29,SRA,Greeneville High School,53.361,10.95,10.81,9.8,10.2
2022,January,29,SRA,Jefferson County Winter Guard,51.271,8.81,10.26,11.4,11.0
2022,January,29,SRA,Red Regiment Winterguard,50.48,7.54,9.54,11.5,11.1
2022,January,29,SRA,Seymour JV,49.95,11.14,9.21,8.7,10.3
2022,January,29,SRA,East Hamilton Varsity Winter Guard,48.78,8.54,9.34,10.3,10.5
2022,January,29,SRA,East Hamilton High School,48.78,8.54,9.34,10.3,10.5
2022,January,29,SRA,WB Blue,46.56,8.34,9.02,8.9,9.1
2022,January,29,SRA,Gibbs High School Winterguard,44.8,7.27,9.13,8.4,9.7
2022,January,29,SRA,Claiborne High School Winterguard,42.92,7.74,8.28,8.5,9.0
2022,January,29,SRA,Maryville Winter Guard,40.05,6.54,7.41,8.2,9.3
2022,January,29,SRA,Maryville High School,40.05,6.54,7.41,8.2,9.3
2022,January,29,SRA,Pigeon Forge High School,38.06,6.48,7.28,7.8,8.5
2022,January,29,IRA,Mossy Creek Independent,37.33,6.82,8.41,7.4,7.3
2022,January,29,SAN,Seymour Varsity,67.28,14.14,14.14,13.6,13.0
2022,January,29,SAN,Hardin Valley Academy Varsity Winter Guard,62.19,12.81,13.28,12.0,12.5
2022,January,29,SAN,Halls High School Winterguard,50.14,11.03,11.81,8.6,9.3
2025,March,20,PSN,Hope Indoor Percussion,63.0,19.8,11.0,20.8,11.4
2025,March,20,PSB,Rivercrest Indoor Percussion Ensemble,74.6,21.6,15.3,22.3,15.4
2025,March,20,PSB,Greene County Tech Indoor Percussion,71.55,20.85,14.4,21.7,14.6
2025,March,20,PSA,Bryant Indoor Percussion,83.65,25.35,16.7,24.7,16.9
2025,March,20,PSA,Van Buren HS Indoor Percussion,81.6,24.3,17.1,23.6,16.6
2025,March,20,PSA,Lake Hamilton Indoor Percussion,80.55,24.45,16.5,23.2,16.4
2025,March,20,PSA,Paragould Indoor Percussion,79.75,24.15,16.2,23.3,16.1
2025,March,20,PSA,Greenwood High School Indoor Percussion,70.675,20.775,14.7,21.8,13.4
2025,March,20,PSA,Rogers Heritage Indoor Percussion,70.551,21.45,14.1,22.6,12.4
2025,March,20,PIO,Lotus,82.8,24.9,16.8,24.5,16.6
2023,March,25,PSA,Lewisville HS,84.8,26.4,16.7,24.3,17.4
2023,March,25,PSA,Jenks HS,83.35,26.25,16.8,23.5,16.8
2023,March,25,PSA,Sonia Sotomayor HS,81.9,25.5,16.3,23.0,17.1
2023,March,25,PSO,Bridgeland HS,87.15,27.15,17.8,25.2,17.0
2023,March,25,PSO,OConnor HS,85.9,26.4,17.5,25.8,16.2
2023,March,25,PSO,Burleson HS,81.3,24.6,16.8,24.7,15.2
2023,March,25,PSO,Chisholm Trail HS,80.95,24.45,16.7,24.1,15.7
2023,March,25,PSO,Southmoore HS,77.4,23.4,16.0,22.4,15.6
2023,March,25,PSO,Keller HS,77.101,22.8,14.6,23.2,16.5
2023,March,25,PSO,Forney HS,74.751,22.95,15.5,22.1,14.2
2023,March,25,PSO,John Marshall HS,74.001,22.2,15.0,22.7,14.1
2023,March,25,PIO,Resistance Indoor Percussion,80.3,24.6,16.3,24.4,15.0
2023,March,25,PIO,UTSA,84.2,25.2,16.5,25.7,16.8
2023,March,25,PIO,UTRGV Percussion,74.55,21.45,14.0,24.8,14.3
2023,March,25,PSW,Burleson Centennial HS,90.0,27.3,18.1,27.5,17.1
2023,March,25,PSW,Boswell HS,84.85,26.25,16.2,26.1,16.3
2023,March,25,PSW,Broken Arrow HS,84.35,25.05,17.2,24.9,17.2
2023,March,25,PSW,Petal HS,82.3,24.3,17.4,24.0,16.6
2023,March,25,PSW,Timber Creek HS,77.251,23.55,14.3,24.1,15.3
2023,March,25,PSW,Carroll Senior HS,72.751,20.55,13.8,23.6,14.8
2023,March,25,PIW,Vigilantes Indoor Percussion,84.5,24.9,16.6,26.0,17.0
2023,March,25,PIW,Rhythmic Force Percussion,80.1,23.7,15.4,24.6,16.4
2025,March,8,PSRA,Jefferson County High School Indoor Percussion,73.2,22.2,21.9,14.2,14.9
2025,March,8,PSRA,West High School Indoor Percussion,72.1,22.3,21.0,14.2,14.6
2025,March,8,PSRA,East Hamilton Indoor Percussion,71.95,21.6,22.05,14.1,14.2
2025,March,8,PSRA,East Hamilton High School,71.95,21.6,22.05,14.1,14.2
2025,March,8,PSRA,Gibbs Winter Drumline,67.55,20.3,19.65,13.8,13.8
2025,March,8,PSRA,Gibbs High School,67.55,20.3,19.65,13.8,13.8
2025,March,8,PSRA,Claiborne High School Indoor Percussion,66.001,19.7,20.1,13.0,13.2
2025,March,8,PSA,Oak Ridge Indoor Percussion,78.6,23.9,23.1,16.1,15.5
2025,March,8,PSA,Lakeway Christian Academy Percussion,78.05,23.1,22.95,15.7,16.3
2025,March,8,PSA,Bearden High School Indoor Percussion,72.4,21.5,21.6,14.9,14.4
2025,March,8,PSA,Greeneville High School Percussion,71.35,20.9,21.75,14.5,14.2
2025,March,8,PSO,Halls Indoor Percussion Ensemble,75.9,23.6,21.9,15.3,15.1
2026,March,21,P,Hardin Valley Middle School Winter Guard,76.62,15.08,16.54,14.7,15.6
2026,March,21,P,Avery Trace Cavalier Winterguard,75.15,16.14,15.21,14.3,15.0
2026,March,21,SRA,Anderson County Winter Guard,70.62,14.98,13.64,13.4,13.9
2026,March,21,SRA,Gibbs JV Winter Guard,69.84,13.7,14.04,13.9,14.1
2026,March,21,SRA,Carter JV Guard,69.08,15.24,12.84,13.6,13.6
2026,March,21,SRA,WB Orange,68.12,14.58,12.64,14.3,13.3
2026,March,21,SRA,West High School Winterguard,66.221,13.42,13.1,13.0,13.1
2026,March,21,SRA,Knoxville Central High School Varisty Winterguard,76.8,15.92,16.58,14.9,14.8
2026,March,21,SRA,Gibbs Varsity Winterguard,76.84,15.26,16.78,15.3,15.1
2026,March,21,SRA,Karns High School JV Guard,76.58,15.24,15.94,15.0,15.3
2026,March,21,SRA,Bearden JV,76.22,15.88,14.64,14.8,15.6
2026,March,21,SRA,Claiborne High School Winterguard,73.721,16.28,15.84,13.8,13.7
2026,March,21,SRA,Pigeon Forge High School Winterguard,68.681,14.98,13.5,14.0,13.1
2026,March,21,SA,Halls Winter Guard,78.63,15.52,15.21,16.2,15.7
2026,March,21,SA,Cookeville High School Winterguard,74.85,15.67,14.48,15.7,14.4
2026,March,21,SA,Lakeway Christian Academy Winterguard,73.72,15.14,14.08,14.3,15.1
2026,March,21,SA,WB Blue,71.72,14.34,13.68,14.7,14.7
2026,March,21,SA,Jefferson County Winter Guard,71.15,15.47,14.28,14.0,14.1
2026,March,21,SA,Hardin Valley A,80.35,16.67,14.88,15.9,16.4
2026,March,21,SA,Bearden Varsity,79.92,16.87,15.35,16.8,15.6
2026,March,21,SA,Karns High School Varsity Winter Guard,79.88,15.94,15.54,16.2,16.3
2026,March,21,SA,Carter Varsity Guard,74.26,16.34,13.82,14.0,15.1
2026,March,21,PSRA,Walker Valley High School Percussion,74.5,23.0,23.1,14.8,13.6
2026,March,21,PSRA,West High School Indoor Percussion,71.3,21.1,21.6,14.6,14.0
2026,March,21,PSRA,Gibbs Winter Drumline,71.1,21.7,21.9,14.1,13.4
2026,March,21,PSRA,Gibbs High School,71.1,21.7,21.9,14.1,13.4
2026,March,21,PSA,Karns Indoor Percussion,81.2,23.9,24.6,16.5,16.2
2026,February,14,PSA,Piedmont HS,73.65,22.35,13.9,22.9,14.5
2026,February,14,PSA,Southmoore HS,71.75,21.45,13.4,22.3,14.6
2026,February,14,PSW,Broken Arrow HS,76.35,22.95,15.2,23.3,14.9
2026,February,14,PIW,Resistance Indoor Percussion,76.3,23.1,15.3,23.2,14.7
