year,month,day,class,name,overall score,music effect,visual effect,music,visual
2017,March,18,PSO,Southridge HS,73.05,24.45,12.1,21.5,15.0
2017,March,18,PIW,OC Indoor,81.3,24.9,15.9,24.2,16.3
2017,March,18,PIW,Rhythm Armada Drumline (RAD),53.1,16.8,10.5,15.5,10.3
2023,March,18,P-SNB,Western Frederick Indoor Percussion,81.85,25.65,25.2,15.0,16.0
2023,March,18,P-SNB,Clarke County HS Percussion,76.1,23.85,22.65,14.1,15.5
2023,February,25,PIA,Central Bucks School District,67.45,20.6,19.05,14.2,13.6
2026,March,1,PSA,Patriot HS,76.5,22.8,14.3,23.3,16.1
2026,March,1,PSA,Millikan HS,74.55,21.9,13.8,23.65,15.2
2026,March,1,PSA,Serrano HS,74.375,21.375,13.6,23.8,15.6
2026,March,1,PSA,Troy HS,73.575,21.975,14.5,21.6,15.5
2026,March,1,PSA,Crescenta Valley HS,72.751,20.85,13.7,23.7,14.5
2026,March,1,PSA,Claremont HS,73.35,21.75,13.9,22.3,15.4
2026,March,1,PSA,Laguna Hills HS,71.551,21.3,13.2,23.05,14.0
2026,March,1,PSA,Temescal Canyon HS,71.701,20.4,13.4,23.0,14.9
2026,March,1,PSA,Don Lugo HS,69.651,21.15,12.9,21.4,14.2
2026,March,1,PSA,Santa Monica HS,67.4,19.65,12.6,22.35,12.8
2026,March,1,B1,Patriot HS,76.5,22.8,14.3,23.3,16.1
2026,March,1,B1,Millikan HS,74.55,21.9,13.8,23.65,15.2
2026,March,1,B1,Serrano HS,74.375,21.375,13.6,23.8,15.6
2026,March,1,B1,Troy HS,73.575,21.975,14.5,21.6,15.5
2026,March,1,B1,Crescenta Valley HS,72.751,20.85,13.7,23.7,14.5
2026,March,1,B1,Claremont HS,73.35,21.75,13.9,22.3,15.4
2026,March,1,B1,Laguna Hills HS,71.551,21.3,13.2,23.05,14.0
2026,March,1,B1,Temescal Canyon HS,71.701,20.4,13.4,23.0,14.9
2026,March,1,B1,Don Lugo HS,69.651,21.15,12.9,21.4,14.2
2026,March,1,B1,Santa Monica HS,67.4,19.65,12.6,22.35,12.8
2026,March,1,PSA,Arcadia HS,84.3,25.2,17.0,25.5,16.6
2026,March,1,PSA,Temple City HS,83.9,24.6,16.5,26.4,16.4
2026,March,1,PSA,Trabuco Hills HS,81.4,23.85,15.8,25.65,16.1
2026,March,1,PSA,Golden Valley HS,77.3,22.5,16.9,23.75,14.15
2026,March,1,PSA,Katella HS,76.65,23.25,15.4,23.6,14.4
2026,March,1,PSA,Los Alamitos HS,74.201,22.2,13.8,23.7,14.5
2026,March,1,PSA,Westlake HS,72.601,21.6,14.4,22.0,14.6
2026,March,1,PSA,Westminster HS,72.651,22.35,13.7,22.3,14.3
2026,March,1,PSA,Torrance HS,72.401,21.0,13.2,23.4,14.8
2026,March,1,PSA,Monrovia HS,69.45,20.7,13.4,22.75,12.6
2026,March,1,PSA,Burbank HS,64.15,18.75,12.7,20.3,12.4
2026,March,1,B2,Arcadia HS,84.3,25.2,17.0,25.5,16.6
2026,March,1,B2,Temple City HS,83.9,24.6,16.5,26.4,16.4
2026,March,1,B2,Trabuco Hills HS,81.4,23.85,15.8,25.65,16.1
2026,March,1,B2,Golden Valley HS,77.3,22.5,16.9,23.75,14.15
2026,March,1,B2,Katella HS,76.65,23.25,15.4,23.6,14.4
2026,March,1,B2,Los Alamitos HS,74.201,22.2,13.8,23.7,14.5
2026,March,1,B2,Westlake HS,72.601,21.6,14.4,22.0,14.6
2026,March,1,B2,Westminster HS,72.651,22.35,13.7,22.3,14.3
2026,March,1,B2,Torrance HS,72.401,21.0,13.2,23.4,14.8
2026,March,1,B2,Monrovia HS,69.45,20.7,13.4,22.75,12.6
2026,March,1,B2,Burbank HS,64.15,18.75,12.7,20.3,12.4
2026,March,1,PSO,Fountain Valley HS,77.2,23.7,14.8,23.3,15.4
2026,March,1,PSO,Chaparral HS,76.3,22.5,15.8,23.7,14.3
2026,March,1,PSO,West Ranch HS,73.3,21.9,13.6,22.9,14.9
2026,March,1,PIO,Kaizen,84.7,25.5,17.3,25.2,16.7
2026,March,1,PIO,Orange County Independent,80.2,24.9,16.9,23.0,15.4
2026,March,1,PSW,El Dorado HS,81.7,25.5,16.7,24.1,15.4
2026,March,1,PIW,Broken City,89.9,27.0,17.9,26.9,18.1
2026,March,1,PIW,Instinct,77.35,23.55,15.5,23.4,14.9
2025,March,30,PHSSO,Robert F. Kennedy HS Percussion,88.7,27.1,26.7,17.7,17.2
2025,March,30,PHSSO,Torres HS Percussion,87.25,25.6,26.25,17.6,17.8
2025,March,30,PHSSO,Lemoore HS Percussion,82.35,25.3,24.15,16.5,16.4
2025,March,30,PHSSO,Mission Oak HS Percussion,79.45,24.1,23.55,16.0,15.8
2025,March,30,PHSSO,Tulare Union HS Percussion,76.55,22.2,22.95,15.8,15.6
2017,February,11,PSA,Grand Blanc HS,74.55,22.05,15.3,22.7,14.5
2017,February,11,PSA,West Bloomfield HS,71.9,21.9,14.9,21.4,13.7
2017,February,11,PSA,Novi HS,71.1,20.1,14.8,21.9,14.3
2017,February,11,PSA,Lake Orion HS,70.85,22.2,14.3,20.3,14.05
2017,February,11,PSA,Southgate Anderson HS,68.201,20.7,13.9,20.2,13.4
2017,February,11,PIA,Farmington United Percussion Ensemble,77.45,23.1,15.6,22.9,15.85
2017,February,11,PIA,G2,74.2,22.35,15.2,20.6,16.05
2017,February,11,PIA,Huron Valley Percussion,72.8,21.3,14.7,21.6,15.2
2017,February,11,PIA,Lake Effect Percussion,72.55,22.95,14.2,20.5,14.9
2017,February,11,PIA,Shockwave,64.9,19.2,13.6,19.2,12.9
2017,February,11,PIO,Motor City Percussion,76.3,23.1,15.0,22.6,15.6
2017,February,11,PIO,Ferndale Independent Percussion,73.8,22.5,14.5,21.9,14.9
2017,February,11,PIW,NorthCoast Academy,78.75,23.7,14.3,24.7,16.05
2017,February,11,PIW,Genesis,77.75,23.1,15.0,23.8,15.85
2019,March,30,PSRO,East Irondequoit,86.75,25.7,26.25,17.1,17.7
2025,March,15,PRA(,Upper Dublin,72.75,18.9,22.8,15.35,15.7
2025,March,15,PRA(,Daniel Boone,71.025,18.375,22.2,14.95,15.5
2026,March,14,ME,North Penn,83.15,25.05,16.7,24.9,16.5
2024,March,2,SRA,Biglerville HS Guard,83.36,16.75,16.21,17.0,16.5
2024,March,2,SRA,Westminster HS Guard,70.96,14.35,14.61,15.1,13.5
2024,March,2,SRA,Hanover HS Guard,61.09,13.35,11.14,12.4,12.6
2016,February,27,PSO,Springford,82.55,25.8,25.35,15.3,16.1
2016,February,27,PSO,Upper Darby,82.0,26.2,24.0,15.8,16.0
2018,February,24,GHSSO,Arvin HS Guard,75.5,15.3,14.9,14.1,14.8
2019,March,2,PSA,Unionville,80.95,25.3,23.85,16.1,15.7
2019,March,2,PSA,Ridley,79.6,24.8,22.5,16.2,16.1
2019,March,2,PSA,Owen J Roberts,75.95,23.2,21.75,15.7,15.3
2019,March,2,PSA,Phoenixville,73.75,21.7,23.55,15.1,13.4
2019,March,2,PSA,Methacton,71.55,21.2,22.35,15.0,13.0
2019,March,2,PSA,Hopewell Valley Central,69.851,21.3,20.55,14.2,13.8
2019,March,2,PSA,Coatesville,67.051,20.3,19.95,13.2,13.6
2019,March,2,PSA,North Penn,66.501,20.2,19.8,14.8,11.7
2022,April,3,PSO,Liverpool Indoor Percussion,75.3,21.3,24.9,14.5,14.6
2025,February,8,PSJ,Buena Park MS,76.7,23.7,15.6,21.7,15.7
2025,February,8,PSJ,Tuffree MS,64.9,19.5,12.8,18.9,13.7
2025,February,8,PSA,Helix CHS,73.9,22.2,15.5,21.3,14.9
2025,February,8,PSA,Woodbridge HS,73.25,22.95,13.8,22.1,14.4
2025,February,8,PSA,Buena HS,72.6,22.5,14.8,20.1,15.2
2025,February,8,PSA,Rancho Alamitos HS,69.25,21.75,13.2,20.0,14.3
2025,February,8,PSA,Laguna Hills HS,68.9,19.5,14.1,20.8,14.5
2025,February,8,PSA,Thousand Oaks HS,66.101,20.4,13.4,18.9,13.4
2025,February,8,PSA,Granada Hills Charter,64.801,18.6,12.8,19.5,13.9
2025,February,8,B1,Helix CHS,73.9,22.2,15.5,21.3,14.9
2025,February,8,B1,Woodbridge HS,73.25,22.95,13.8,22.1,14.4
2025,February,8,B1,Buena HS,72.6,22.5,14.8,20.1,15.2
2025,February,8,B1,Rancho Alamitos HS,69.25,21.75,13.2,20.0,14.3
2025,February,8,B1,Laguna Hills HS,68.9,19.5,14.1,20.8,14.5
2025,February,8,B1,Thousand Oaks HS,66.101,20.4,13.4,18.9,13.4
2025,February,8,B1,Granada Hills Charter,64.801,18.6,12.8,19.5,13.9
2025,February,8,PSA,Mira Costa HS,77.75,23.85,15.4,22.5,16.0
2025,February,8,PSA,South Hills HS,78.4,22.5,17.0,22.2,16.7
2025,February,8,PSA,Dorothy McElhinney MS,76.25,23.25,16.2,21.1,15.7
2025,February,8,PSA,Trabuco Hills HS,71.6,21.9,13.6,21.2,14.9
2025,February,8,PSA,La Quinta HS,70.501,21.6,14.6,20.2,14.1
2025,February,8,PSA,Buena Park HS,66.851,20.85,13.0,19.3,13.7
2025,February,8,PSA,Bolsa Grande HS,68.151,20.25,14.4,18.8,14.7
2025,February,8,PSA,North HS,65.201,18.9,12.8,19.9,13.6
2025,February,8,PSA,Santa Monica HS,64.101,19.5,12.6,18.9,13.1
2025,February,8,B2,Mira Costa HS,77.75,23.85,15.4,22.5,16.0
2025,February,8,B2,South Hills HS,78.4,22.5,17.0,22.2,16.7
2025,February,8,B2,Dorothy McElhinney MS,76.25,23.25,16.2,21.1,15.7
2025,February,8,B2,Trabuco Hills HS,71.6,21.9,13.6,21.2,14.9
2025,February,8,B2,La Quinta HS,70.501,21.6,14.6,20.2,14.1
2025,February,8,B2,Buena Park HS,66.851,20.85,13.0,19.3,13.7
2025,February,8,B2,Bolsa Grande HS,68.151,20.25,14.4,18.8,14.7
2025,February,8,B2,North HS,65.201,18.9,12.8,19.9,13.6
2025,February,8,B2,Santa Monica HS,64.101,19.5,12.6,18.9,13.1
2025,February,8,PSO,El Dorado HS,78.4,23.1,16.0,23.0,16.3
2025,February,8,PSO,West HS,76.35,22.35,15.0,23.6,15.4
2025,February,8,PSO,Valencia HS,72.5,22.2,14.2,21.2,14.9
2025,February,8,PSO,Los Alamitos HS,72.101,22.5,13.3,22.4,13.9
2025,February,8,PSO,Cerritos HS,72.15,21.75,14.7,21.4,14.3
2025,February,8,PSO,Pacifica HS,73.2,21.9,15.4,20.2,15.7
2025,February,8,PSO,Millikan HS,68.851,21.45,13.6,20.5,13.3
2025,February,8,PSO,Fountain Valley HS,64.051,19.35,12.5,19.5,12.7
2025,February,8,PSO,Canyon HS,63.701,18.6,13.0,19.1,13.0
2025,February,8,PIW,Broken City,88.0,26.4,17.7,26.2,17.7
2025,February,8,PIW,Meraki,82.55,25.05,16.3,24.7,16.5
2019,March,16,PSRO,East Syracuse Minoa,87.0,25.4,27.6,17.1,16.9
2019,March,16,PSRO,East Irondequoit,83.9,24.3,26.4,16.7,16.5
2024,March,9,IA(,Old Line Independent Color Guard,78.79,15.55,16.14,15.7,15.6
2024,February,24,PSA,Jordan Elbridge,73.05,22.8,21.45,14.5,14.3
2024,February,24,PSA,Corning-Painted Post,70.6,22.7,21.3,13.8,12.8
2024,February,24,PSA,Auburn,67.65,22.0,19.35,13.1,13.2
2018,March,10,PSA,Arcadia HS,81.9,24.0,15.8,26.0,16.1
2018,March,10,PSA,Pleasant Grove HS,81.6,25.5,15.2,26.1,14.8
2018,March,10,PSA,Sierra Vista HS,80.7,23.7,16.1,25.0,15.9
2018,March,10,PSA,Foothill HS (NV),79.75,23.25,14.9,25.6,16.0
2018,March,10,PSA,Silverado HS,73.1,23.1,12.5,22.6,14.9
2018,March,10,PSA,Arbor View HS,71.501,21.0,12.8,23.8,13.9
2018,March,10,PSA,ED W Clark HS,67.701,19.5,12.0,22.9,13.3
2018,March,10,PIA,Vegas Vanguard,79.6,23.4,15.0,25.6,15.6
2018,March,10,PIA,Pasadena City College,76.2,23.7,13.8,23.7,15.0
2018,March,10,PIA,Pinnacle Percussion,71.1,20.7,13.9,22.4,14.1
2018,March,10,PIA,North Star Independent,70.75,19.95,14.2,23.4,13.2
2018,March,10,PSO,Rancho Cucamonga HS,75.2,22.2,13.1,25.6,14.3
2018,March,10,PSO,Cesar Chavez HS,61.65,16.95,11.4,22.0,11.3
2018,March,10,PIO,Vision Percussion,79.45,24.45,15.5,24.2,15.3
2018,March,10,PIO,Impact Percussion UT,78.1,23.4,15.1,25.0,14.6
2018,March,10,PSW,Etiwanda HS,85.45,25.65,16.8,26.1,16.9
2018,April,19,PSA,Dorman HS,91.95,28.05,19.0,27.1,17.8
2018,April,19,PSA,Pearl HS,93.95,28.65,18.6,27.8,18.9
2018,April,19,PSA,Farragut HS,90.0,27.6,17.6,28.15,16.65
2018,April,19,PSA,Minooka Community HS,87.55,26.25,16.5,27.7,17.1
2018,April,19,PSA,Central Crossing HS,86.551,27.15,17.9,23.6,17.9
2018,April,19,PSA,St. Genevieve HS,83.901,23.55,15.2,28.0,17.15
2018,April,19,PSA,Southaven HS,83.601,25.5,17.5,24.2,16.4
2018,April,19,PSA,Salem HS,83.175,25.575,16.8,24.0,16.8
2018,April,19,PSA,West Ranch HS,83.401,26.1,15.7,23.5,18.1
2018,April,19,PSA,Stamford HS,81.525,25.725,15.6,23.65,16.55
2018,April,19,PSA,Beavercreek HS,90.025,27.525,18.5,25.8,18.2
2018,April,19,PSA,North Lincoln HS,81.35,25.65,17.2,22.8,15.7
2018,April,19,PSA,Springboro HS,80.1,24.45,14.8,25.5,15.35
2018,April,19,PSA,Hamilton Southeastern HS,79.45,22.95,15.3,24.3,16.9
2018,April,19,PSA,Athens Drive HS,78.1,22.8,15.9,24.4,15.0
2018,April,19,PSA,Southgate Anderson HS,76.225,22.875,15.1,23.2,15.05
2018,April,19,PSA,Dixie Heights HS,73.55,22.05,14.5,22.2,14.8
2018,April,19,R1,Dorman HS,91.95,28.05,19.0,27.1,17.8
2018,April,19,R1,Pearl HS,93.95,28.65,18.6,27.8,18.9
2018,April,19,R1,Farragut HS,90.0,27.6,17.6,28.15,16.65
2018,April,19,R1,Minooka Community HS,87.55,26.25,16.5,27.7,17.1
2018,April,19,R1,Central Crossing HS,86.551,27.15,17.9,23.6,17.9
2018,April,19,R1,St. Genevieve HS,83.901,23.55,15.2,28.0,17.15
2018,April,19,R1,Southaven HS,83.601,25.5,17.5,24.2,16.4
2018,April,19,R1,Salem HS,83.175,25.575,16.8,24.0,16.8
2018,April,19,R1,West Ranch HS,83.401,26.1,15.7,23.5,18.1
2018,April,19,R1,Stamford HS,81.525,25.725,15.6,23.65,16.55
2018,April,19,R1,Beavercreek HS,90.025,27.525,18.5,25.8,18.2
2018,April,19,R1,North Lincoln HS,81.35,25.65,17.2,22.8,15.7
2018,April,19,R1,Springboro HS,80.1,24.45,14.8,25.5,15.35
2018,April,19,R1,Hamilton Southeastern HS,79.45,22.95,15.3,24.3,16.9
2018,April,19,R1,Athens Drive HS,78.1,22.8,15.9,24.4,15.0
2018,April,19,R1,Southgate Anderson HS,76.225,22.875,15.1,23.2,15.05
2018,April,19,R1,Dixie Heights HS,73.55,22.05,14.5,22.2,14.8
2018,April,19,PSA,Plainfield HS,95.75,28.95,19.5,29.3,18.0
2018,April,19,PSA,Sunlake HS,92.05,27.9,19.3,25.7,19.15
2018,April,19,PSA,Unionville HS,91.625,27.525,18.1,28.3,17.7
2018,April,19,PSA,Grand Blanc HS,90.55,27.45,18.7,25.6,18.8
2018,April,19,PSA,Olentangy Liberty HS,89.775,27.225,18.3,26.4,17.85
2018,April,19,PSA,Thomas Jefferson HS,89.451,27.3,17.9,27.7,16.55
2018,April,19,PSA,Fort Mill HS,89.151,25.8,17.95,28.0,17.4
2018,April,19,PSA,Gulf Breeze HS,87.776,25.575,18.0,26.1,18.1
2018,April,19,PSA,Sycamore HS,85.451,24.9,16.0,27.4,17.15
2018,April,19,PSA,Daviess County Public Schools,84.275,25.725,15.8,25.8,16.95
2018,April,19,PSA,Fairborn HS,83.05,24.75,16.9,25.1,16.3
2018,April,19,PSA,A.L. Brown HS,82.15,25.2,16.6,24.5,15.85
2018,April,19,PSA,Methacton HS,79.25,22.65,17.8,22.1,16.7
2018,April,19,PSA,Northeastern HS,74.9,22.5,14.4,22.3,15.7
2018,April,19,PSA,Warren Central HS,84.325,26.025,16.7,24.3,17.3
2018,April,19,PSA,Colerain HS,82.6,25.5,15.6,25.0,16.5
2018,April,19,R2,Plainfield HS,95.75,28.95,19.5,29.3,18.0
2018,April,19,R2,Sunlake HS,92.05,27.9,19.3,25.7,19.15
2018,April,19,R2,Unionville HS,91.625,27.525,18.1,28.3,17.7
2018,April,19,R2,Grand Blanc HS,90.55,27.45,18.7,25.6,18.8
2018,April,19,R2,Olentangy Liberty HS,89.775,27.225,18.3,26.4,17.85
2018,April,19,R2,Thomas Jefferson HS,89.451,27.3,17.9,27.7,16.55
2018,April,19,R2,Fort Mill HS,89.151,25.8,17.95,28.0,17.4
2018,April,19,R2,Gulf Breeze HS,87.776,25.575,18.0,26.1,18.1
2018,April,19,R2,Sycamore HS,85.451,24.9,16.0,27.4,17.15
2018,April,19,R2,Daviess County Public Schools,84.275,25.725,15.8,25.8,16.95
2018,April,19,R2,Fairborn HS,83.05,24.75,16.9,25.1,16.3
2018,April,19,R2,A.L. Brown HS,82.15,25.2,16.6,24.5,15.85
2018,April,19,R2,Methacton HS,79.25,22.65,17.8,22.1,16.7
2018,April,19,R2,Northeastern HS,74.9,22.5,14.4,22.3,15.7
2018,April,19,R2,Warren Central HS,84.325,26.025,16.7,24.3,17.3
2018,April,19,R2,Colerain HS,82.6,25.5,15.6,25.0,16.5
2018,April,19,PSA,Temple City HS,91.95,27.75,18.6,27.1,18.5
2018,April,19,PSA,Bellbrook HS,91.825,27.825,18.1,27.7,18.2
2018,April,19,PSA,Mansfield HS,89.125,27.225,17.8,26.4,17.7
2018,April,19,PSA,Lake Orion HS,88.475,27.375,17.4,25.8,17.9
2018,April,19,PSA,Hatboro-Horsham HS,87.576,26.625,17.35,26.5,17.1
2018,April,19,PSA,Ninety Six HS,86.151,25.2,17.85,26.65,16.45
2018,April,19,PSA,Seymour HS,86.126,26.175,17.3,25.4,17.25
2018,April,19,PSA,Southport HS,85.701,25.35,16.55,28.0,15.8
2018,April,19,PSA,Longmont HS,84.626,26.325,17.15,24.1,17.05
2018,April,19,PSA,Elk River HS,83.6,25.5,16.9,24.5,16.7
2018,April,19,PSA,Cypress Ranch HS,83.425,23.925,16.2,26.55,16.75
2018,April,19,PSA,Francis Howell HS,81.9,24.15,16.5,23.5,17.75
2018,April,19,PSA,Mater Dei Catholic HS,82.675,24.225,17.45,24.9,16.1
2018,April,19,PSA,Dennis-Yarmouth HS,76.75,23.25,15.8,22.2,15.5
2018,April,19,PSA,Findlay HS,71.8,22.2,13.6,21.8,14.2
2018,April,19,R3,Temple City HS,91.95,27.75,18.6,27.1,18.5
2018,April,19,R3,Bellbrook HS,91.825,27.825,18.1,27.7,18.2
2018,April,19,R3,Mansfield HS,89.125,27.225,17.8,26.4,17.7
2018,April,19,R3,Lake Orion HS,88.475,27.375,17.4,25.8,17.9
2018,April,19,R3,Hatboro-Horsham HS,87.576,26.625,17.35,26.5,17.1
2018,April,19,R3,Ninety Six HS,86.151,25.2,17.85,26.65,16.45
2018,April,19,R3,Seymour HS,86.126,26.175,17.3,25.4,17.25
2018,April,19,R3,Southport HS,85.701,25.35,16.55,28.0,15.8
2018,April,19,R3,Longmont HS,84.626,26.325,17.15,24.1,17.05
2018,April,19,R3,Elk River HS,83.6,25.5,16.9,24.5,16.7
2018,April,19,R3,Cypress Ranch HS,83.425,23.925,16.2,26.55,16.75
2018,April,19,R3,Francis Howell HS,81.9,24.15,16.5,23.5,17.75
2018,April,19,R3,Mater Dei Catholic HS,82.675,24.225,17.45,24.9,16.1
2018,April,19,R3,Dennis-Yarmouth HS,76.75,23.25,15.8,22.2,15.5
2018,April,19,R3,Findlay HS,71.8,22.2,13.6,21.8,14.2
2018,April,19,PSA,Clover HS,93.175,27.825,18.9,28.3,18.15
2018,April,19,PSA,Irondale HS,91.475,28.275,18.65,27.0,17.55
2018,April,19,PSA,Mechanicsburg HS,91.15,27.45,18.0,27.3,18.4
2018,April,19,PSA,McGavock HS,90.65,27.9,17.6,27.8,17.35
2018,April,19,PSA,Southern Regional HS,89.225,27.075,17.9,26.2,18.05
2018,April,19,PSA,Central Dauphin HS,88.876,27.375,18.5,25.0,18.0
2018,April,19,PSA,Westhill HS,87.576,27.675,16.3,25.9,17.7
2018,April,19,PSA,Belleville East HS,86.901,25.65,18.15,25.3,17.8
2018,April,19,PSA,West Bloomfield HS,86.151,26.7,17.35,25.1,17.0
2018,April,19,PSA,Monarch HS,85.825,25.725,16.4,26.6,17.1
2018,April,19,PSA,Kings HS,85.1,26.1,18.4,23.4,17.2
2018,April,19,PSA,Hardin Valley Academy,84.3,25.8,16.8,25.2,16.5
2018,April,19,PSA,Milford HS (OH),83.325,26.475,16.5,23.7,16.65
2018,April,19,PSA,Hamilton HS,78.1,24.9,15.0,22.1,16.1
2018,April,19,R4,Clover HS,93.175,27.825,18.9,28.3,18.15
2018,April,19,R4,Irondale HS,91.475,28.275,18.65,27.0,17.55
2018,April,19,R4,Mechanicsburg HS,91.15,27.45,18.0,27.3,18.4
2018,April,19,R4,McGavock HS,90.65,27.9,17.6,27.8,17.35
2018,April,19,R4,Southern Regional HS,89.225,27.075,17.9,26.2,18.05
2018,April,19,R4,Central Dauphin HS,88.876,27.375,18.5,25.0,18.0
2018,April,19,R4,Westhill HS,87.576,27.675,16.3,25.9,17.7
2018,April,19,R4,Belleville East HS,86.901,25.65,18.15,25.3,17.8
2018,April,19,R4,West Bloomfield HS,86.151,26.7,17.35,25.1,17.0
2018,April,19,R4,Monarch HS,85.825,25.725,16.4,26.6,17.1
2018,April,19,R4,Kings HS,85.1,26.1,18.4,23.4,17.2
2018,April,19,R4,Hardin Valley Academy,84.3,25.8,16.8,25.2,16.5
2018,April,19,R4,Milford HS (OH),83.325,26.475,16.5,23.7,16.65
2018,April,19,R4,Hamilton HS,78.1,24.9,15.0,22.1,16.1
2018,February,3,PSJ,Rancho-Starbuck IS,74.95,23.55,13.8,21.8,15.8
2018,February,3,PSJ,Warm Springs MS,74.95,24.15,14.6,22.1,14.1
2018,February,3,PSJ,Canyon Hills JHS,73.1,23.4,12.7,22.4,14.6
2018,February,3,PSA,South Hills HS,73.55,23.85,13.4,21.8,14.5
2018,February,3,PSA,Valhalla HS,71.05,24.15,11.9,20.2,14.8
2018,February,3,PSA,Cypress HS,72.05,23.55,14.7,19.4,14.4
2018,February,3,PSA,Westminster HS,70.751,22.65,15.0,20.4,12.7
2018,February,3,PSA,Warren HS,71.3,21.9,14.0,21.3,14.1
2018,February,3,PSA,Temescal Canyon HS,65.201,20.4,12.3,19.0,13.5
2018,February,3,PSA,Vista Murrieta HS,64.301,21.6,13.0,17.4,12.3
2018,February,3,PSA,Sierra Vista HS,63.001,19.65,11.8,19.55,12.0
2018,February,3,PSA,San Marcos HS (SB),63.151,19.95,11.5,18.9,12.8
2018,February,3,PIA,Pace Percussion Ensemble,68.25,20.25,12.1,21.1,14.8
2018,February,3,PSO,Granada Hills CHS,70.75,20.85,13.3,21.1,15.5
2018,February,3,PSO,Thousand Oaks HS,65.05,18.75,12.3,19.7,14.3
2018,February,3,PSW,Chino Hills HS,82.65,24.75,16.6,23.8,17.5
2018,February,3,PSW,Arcadia HS,81.95,24.45,16.5,24.3,16.7
2018,February,3,PIW,Pulse Percussion,86.05,25.65,17.4,25.1,17.9
2018,February,3,PIW,RCC,84.95,25.35,17.3,25.0,17.3
2018,February,3,PIW,POW Percussion,79.6,24.0,15.8,24.1,15.7
2019,April,6,PRA,Highland Regional,88.2,25.5,25.5,18.6,18.6
2019,April,6,PRA,Upper Dublin,83.4,24.7,23.7,18.0,17.0
2019,April,6,PRA,Cheltenham,82.8,25.6,24.0,17.2,16.0
2019,April,6,PRA,Pennridge,82.35,23.4,22.95,17.5,18.5
2019,April,6,PSA,Unionville,89.95,27.95,25.95,17.9,18.15
2019,April,6,PSA,Southern Regional,88.75,27.9,24.75,17.6,18.5
2019,April,6,PSA,Ridley,87.15,27.4,24.45,17.3,18.0
2019,April,6,PSA,Hatboro-Horsham,86.275,25.9,24.075,18.0,18.3
2019,April,6,PSA,Upper Moreland,84.001,25.9,25.05,16.45,16.6
2019,April,6,PSA,Hempfield,83.101,26.3,24.0,16.8,16.0
2019,April,6,PSA,Hopewell Valley Central,82.901,25.35,23.1,16.85,17.6
2019,April,6,PSA,Upper Darby,82.601,26.1,24.6,15.8,16.1
2019,April,6,PSA,Owen J Roberts,81.551,26.35,22.8,16.5,15.9
2019,April,6,PSA,North Penn,80.55,23.8,23.85,15.6,17.3
2019,April,6,PSA,Quakertown,79.75,25.2,23.55,15.4,15.6
2019,April,6,PSA,Methacton,78.5,25.0,23.4,15.7,14.4
2019,April,6,PSA,Phoenixville,78.5,23.2,22.65,16.4,16.25
2019,April,6,PSA,Avon Grove,72.15,22.8,20.85,14.9,13.6
2019,April,6,PSA,Coatesville,70.4,22.2,20.4,14.6,13.2
2019,April,6,PIA,United 2,80.6,24.9,22.8,16.3,16.6
2019,April,6,PSO,Old Bridge,90.85,27.8,26.25,18.3,18.5
2019,April,6,PSO,Downingtown,88.05,27.9,25.05,17.3,17.8
2019,April,6,PSO,Springford,85.05,25.6,24.75,16.6,18.1
2019,April,6,PSO,Perkiomen Valley,81.7,23.9,24.6,16.8,16.4
2019,April,6,PSO,Cab Calloway,74.85,24.5,20.55,14.5,15.3
2019,April,6,PIO,Imperial Dynasty,82.4,24.5,26.1,16.2,15.6
2019,April,6,PIW,United Percussion,88.25,25.6,27.15,17.6,17.9
2019,April,11,PSW,Chino Hills HS,96.125,28.875,19.2,29.0,19.05
2019,April,11,PSW,Ayala HS,91.4,28.2,17.45,27.75,18.0
2019,April,11,PSW,Avon HS,93.425,27.825,18.5,28.25,18.85
2019,April,11,PSW,Franklin Central HS,88.225,26.625,18.1,25.25,18.25
2019,April,11,PSW,Lebanon HS,87.225,26.325,18.0,25.1,17.8
2019,April,11,PSW,Center Grove HS,86.726,26.025,17.25,26.35,17.1
2019,April,11,PSW,Milton HS,84.751,25.65,15.75,25.675,17.675
2019,April,11,PSW,Cesar E Chavez HS,83.851,25.2,16.2,25.95,16.5
2019,April,11,PSW,Lambert HS,82.513,24.413,15.1,26.275,16.725
2019,April,11,PSW,Centerville HS,82.25,24.0,17.15,25.05,16.05
2019,April,11,PSW,Eden Prairie HS,77.55,22.8,15.2,23.9,15.65
2019,April,11,R1,Chino Hills HS,96.125,28.875,19.2,29.0,19.05
2019,April,11,R1,Ayala HS,91.4,28.2,17.45,27.75,18.0
2019,April,11,R1,Avon HS,93.425,27.825,18.5,28.25,18.85
2019,April,11,R1,Franklin Central HS,88.225,26.625,18.1,25.25,18.25
2019,April,11,R1,Lebanon HS,87.225,26.325,18.0,25.1,17.8
2019,April,11,R1,Center Grove HS,86.726,26.025,17.25,26.35,17.1
2019,April,11,R1,Milton HS,84.751,25.65,15.75,25.675,17.675
2019,April,11,R1,Cesar E Chavez HS,83.851,25.2,16.2,25.95,16.5
2019,April,11,R1,Lambert HS,82.513,24.413,15.1,26.275,16.725
2019,April,11,R1,Centerville HS,82.25,24.0,17.15,25.05,16.05
2019,April,11,R1,Eden Prairie HS,77.55,22.8,15.2,23.9,15.65
2019,April,11,PSW,Arcadia HS,94.775,28.5,18.85,28.5,18.925
